code,floor,tradingDate,time,tradingDate_Time,open,high,low,last,adLast,accumulatedVal,accumulatedVol,lastVol
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.90609E+11,12926700,1700
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.90639E+11,12927700,1000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.90648E+11,12928000,300
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.90951E+11,12938000,10000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.90982E+11,12939000,1000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.90997E+11,12939500,500
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91E+11,12939600,100
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91015E+11,12940100,500
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91318E+11,12950100,10000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91324E+11,12950300,200
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91333E+11,12950600,300
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91339E+11,12950800,200
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.9137E+11,12951800,1000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.9143E+11,12953800,2000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91445E+11,12954300,500
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91476E+11,12955300,1000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91479E+11,12955400,100
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91503E+11,12956200,800
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91506E+11,12956300,100
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91536E+11,12957300,1000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91597E+11,12959300,2000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91657E+11,12961300,2000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91676E+11,12961900,600
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91688E+11,12962300,400
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.917E+11,12962700,400
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91721E+11,12963400,700
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91733E+11,12963800,400
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91794E+11,12965800,2000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91854E+11,12967800,2000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91885E+11,12968800,1000
TCB,HOSE,23/05/2025,13:37:30,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.91894E+11,12969100,300
TCB,HOSE,23/05/2025,13:37:22,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.88785E+11,12866500,100
TCB,HOSE,23/05/2025,13:37:14,23/05/2025 13:37,30.55,30.6,29.8,30.3,30.3,3.88782E+11,12866400,1000
TCB,HOSE,23/05/2025,13:37:03,23/05/2025 13:37,30.55,30.6,29.8,30.35,30.35,3.88752E+11,12865400,1000
TCB,HOSE,23/05/2025,13:36:38,23/05/2025 13:36,30.55,30.6,29.8,30.35,30.35,3.88721E+11,12864400,3000
TCB,HOSE,23/05/2025,13:36:21,23/05/2025 13:36,30.55,30.6,29.8,30.35,30.35,3.8863E+11,12861400,500
TCB,HOSE,23/05/2025,13:36:05,23/05/2025 13:36,30.55,30.6,29.8,30.35,30.35,3.88615E+11,12860900,600
TCB,HOSE,23/05/2025,13:35:55,23/05/2025 13:35,30.55,30.6,29.8,30.35,30.35,3.88566E+11,12859300,300
TCB,HOSE,23/05/2025,13:35:55,23/05/2025 13:35,30.55,30.6,29.8,30.35,30.35,3.88597E+11,12860300,1000
TCB,HOSE,23/05/2025,13:35:48,23/05/2025 13:35,30.55,30.6,29.8,30.3,30.3,3.88557E+11,12859000,3600
TCB,HOSE,23/05/2025,13:35:46,23/05/2025 13:35,30.55,30.6,29.8,30.35,30.35,3.88448E+11,12855400,100
TCB,HOSE,23/05/2025,13:35:36,23/05/2025 13:35,30.55,30.6,29.8,30.35,30.35,3.88445E+11,12855300,100
TCB,HOSE,23/05/2025,13:35:21,23/05/2025 13:35,30.55,30.6,29.8,30.35,30.35,3.88442E+11,12855200,100
TCB,HOSE,23/05/2025,13:35:17,23/05/2025 13:35,30.55,30.6,29.8,30.3,30.3,3.88439E+11,12855100,1000
TCB,HOSE,23/05/2025,13:35:07,23/05/2025 13:35,30.55,30.6,29.8,30.3,30.3,3.88409E+11,12854100,100
TCB,HOSE,23/05/2025,13:34:57,23/05/2025 13:34,30.55,30.6,29.8,30.3,30.3,3.88403E+11,12853900,1000
TCB,HOSE,23/05/2025,13:34:57,23/05/2025 13:34,30.55,30.6,29.8,30.3,30.3,3.88406E+11,12854000,100
TCB,HOSE,23/05/2025,13:34:24,23/05/2025 13:34,30.55,30.6,29.8,30.35,30.35,3.88373E+11,12852900,1000
TCB,HOSE,23/05/2025,13:34:16,23/05/2025 13:34,30.55,30.6,29.8,30.35,30.35,3.88342E+11,12851900,2000
TCB,HOSE,23/05/2025,13:34:14,23/05/2025 13:34,30.55,30.6,29.8,30.35,30.35,3.88281E+11,12849900,100
TCB,HOSE,23/05/2025,13:34:07,23/05/2025 13:34,30.55,30.6,29.8,30.35,30.35,3.88278E+11,12849800,100
TCB,HOSE,23/05/2025,13:34:06,23/05/2025 13:34,30.55,30.6,29.8,30.35,30.35,3.88275E+11,12849700,500
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88066E+11,12842800,1700
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88081E+11,12843300,500
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88139E+11,12845200,1900
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88154E+11,12845700,500
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88157E+11,12845800,100
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88178E+11,12846500,700
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88181E+11,12846600,100
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88184E+11,12846700,100
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88187E+11,12846800,100
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88248E+11,12848800,2000
TCB,HOSE,23/05/2025,13:33:58,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.8826E+11,12849200,400
TCB,HOSE,23/05/2025,13:33:48,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88014E+11,12841100,100
TCB,HOSE,23/05/2025,13:33:44,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.88011E+11,12841000,1000
TCB,HOSE,23/05/2025,13:33:40,23/05/2025 13:33,30.55,30.6,29.8,30.4,30.4,3.87981E+11,12840000,1100
TCB,HOSE,23/05/2025,13:33:27,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.87948E+11,12838900,100
TCB,HOSE,23/05/2025,13:33:21,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.87945E+11,12838800,1000
TCB,HOSE,23/05/2025,13:33:06,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.87914E+11,12837800,200
TCB,HOSE,23/05/2025,13:33:00,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.87814E+11,12834500,1800
TCB,HOSE,23/05/2025,13:33:00,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.8782E+11,12834700,200
TCB,HOSE,23/05/2025,13:33:00,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.8785E+11,12835700,1000
TCB,HOSE,23/05/2025,13:33:00,23/05/2025 13:33,30.55,30.6,29.8,30.35,30.35,3.87908E+11,12837600,1900
TCB,HOSE,23/05/2025,13:32:49,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87759E+11,12832700,5000
TCB,HOSE,23/05/2025,13:32:48,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87607E+11,12827700,1000
TCB,HOSE,23/05/2025,13:32:32,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87577E+11,12826700,1000
TCB,HOSE,23/05/2025,13:32:27,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87528E+11,12825100,1000
TCB,HOSE,23/05/2025,13:32:27,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87531E+11,12825200,100
TCB,HOSE,23/05/2025,13:32:27,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87534E+11,12825300,100
TCB,HOSE,23/05/2025,13:32:27,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87547E+11,12825700,400
TCB,HOSE,23/05/2025,13:32:26,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87498E+11,12824100,100
TCB,HOSE,23/05/2025,13:32:04,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87468E+11,12823100,100
TCB,HOSE,23/05/2025,13:32:04,23/05/2025 13:32,30.55,30.6,29.8,30.4,30.4,3.87495E+11,12824000,900
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86307E+11,12784900,800
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86338E+11,12785900,1000
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86417E+11,12788500,2600
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.8642E+11,12788600,100
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.87027E+11,12808600,20000
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.87039E+11,12809000,400
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.4,30.4,3.87465E+11,12823000,14000
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86201E+11,12781400,8400
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86232E+11,12782400,1000
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86235E+11,12782500,100
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86265E+11,12783500,1000
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86268E+11,12783600,100
TCB,HOSE,23/05/2025,13:31:50,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.86283E+11,12784100,500
TCB,HOSE,23/05/2025,13:31:47,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.85946E+11,12773000,5000
TCB,HOSE,23/05/2025,13:31:42,23/05/2025 13:31,30.55,30.6,29.8,30.3,30.3,3.85795E+11,12768000,4900
TCB,HOSE,23/05/2025,13:31:31,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.85646E+11,12763100,800
TCB,HOSE,23/05/2025,13:31:30,23/05/2025 13:31,30.55,30.6,29.8,30.3,30.3,3.85622E+11,12762300,3600
TCB,HOSE,23/05/2025,13:31:29,23/05/2025 13:31,30.55,30.6,29.8,30.3,30.3,3.85513E+11,12758700,300
TCB,HOSE,23/05/2025,13:31:26,23/05/2025 13:31,30.55,30.6,29.8,30.3,30.3,3.85504E+11,12758400,4900
TCB,HOSE,23/05/2025,13:31:10,23/05/2025 13:31,30.55,30.6,29.8,30.35,30.35,3.85355E+11,12753500,100
TCB,HOSE,23/05/2025,13:30:57,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85352E+11,12753400,500
TCB,HOSE,23/05/2025,13:30:53,23/05/2025 13:30,30.55,30.6,29.8,30.3,30.3,3.85337E+11,12752900,100
TCB,HOSE,23/05/2025,13:30:48,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85334E+11,12752800,2000
TCB,HOSE,23/05/2025,13:30:34,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85273E+11,12750800,3000
TCB,HOSE,23/05/2025,13:30:33,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85182E+11,12747800,800
TCB,HOSE,23/05/2025,13:30:12,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85158E+11,12747000,2000
TCB,HOSE,23/05/2025,13:30:11,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85009E+11,12742100,2100
TCB,HOSE,23/05/2025,13:30:11,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85021E+11,12742500,400
TCB,HOSE,23/05/2025,13:30:11,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85052E+11,12743500,1000
TCB,HOSE,23/05/2025,13:30:11,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85055E+11,12743600,100
TCB,HOSE,23/05/2025,13:30:11,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85082E+11,12744500,900
TCB,HOSE,23/05/2025,13:30:11,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.85097E+11,12745000,500
TCB,HOSE,23/05/2025,13:30:04,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.84945E+11,12740000,100
TCB,HOSE,23/05/2025,13:30:02,23/05/2025 13:30,30.55,30.6,29.8,30.35,30.35,3.84942E+11,12739900,700
TCB,HOSE,23/05/2025,13:29:48,23/05/2025 13:29,30.55,30.6,29.8,30.35,30.35,3.84921E+11,12739200,100
TCB,HOSE,23/05/2025,13:29:45,23/05/2025 13:29,30.55,30.6,29.8,30.35,30.35,3.84918E+11,12739100,900
TCB,HOSE,23/05/2025,13:29:41,23/05/2025 13:29,30.55,30.6,29.8,30.35,30.35,3.84891E+11,12738200,300
TCB,HOSE,23/05/2025,13:29:05,23/05/2025 13:29,30.55,30.6,29.8,30.35,30.35,3.84882E+11,12737900,3000
TCB,HOSE,23/05/2025,13:29:01,23/05/2025 13:29,30.55,30.6,29.8,30.35,30.35,3.84788E+11,12734800,100
TCB,HOSE,23/05/2025,13:29:01,23/05/2025 13:29,30.55,30.6,29.8,30.35,30.35,3.84791E+11,12734900,100
TCB,HOSE,23/05/2025,13:28:54,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84785E+11,12734700,100
TCB,HOSE,23/05/2025,13:28:50,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84769E+11,12734200,2000
TCB,HOSE,23/05/2025,13:28:50,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84782E+11,12734600,400
TCB,HOSE,23/05/2025,13:28:46,23/05/2025 13:28,30.55,30.6,29.8,30.3,30.3,3.84709E+11,12732200,1500
TCB,HOSE,23/05/2025,13:28:45,23/05/2025 13:28,30.55,30.6,29.8,30.3,30.3,3.84663E+11,12730700,600
TCB,HOSE,23/05/2025,13:28:38,23/05/2025 13:28,30.55,30.6,29.8,30.3,30.3,3.84645E+11,12730100,100
TCB,HOSE,23/05/2025,13:28:35,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84639E+11,12729900,900
TCB,HOSE,23/05/2025,13:28:35,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84642E+11,12730000,100
TCB,HOSE,23/05/2025,13:28:34,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84594E+11,12728400,400
TCB,HOSE,23/05/2025,13:28:34,23/05/2025 13:28,30.55,30.6,29.8,30.35,30.35,3.84612E+11,12729000,600
TCB,HOSE,23/05/2025,13:28:08,23/05/2025 13:28,30.55,30.6,29.8,30.3,30.3,3.84581E+11,12728000,500
TCB,HOSE,23/05/2025,13:28:05,23/05/2025 13:28,30.55,30.6,29.8,30.3,30.3,3.84566E+11,12727500,3300
TCB,HOSE,23/05/2025,13:27:52,23/05/2025 13:27,30.55,30.6,29.8,30.35,30.35,3.84445E+11,12723500,1300
TCB,HOSE,23/05/2025,13:27:52,23/05/2025 13:27,30.55,30.6,29.8,30.35,30.35,3.84463E+11,12724100,600
TCB,HOSE,23/05/2025,13:27:52,23/05/2025 13:27,30.55,30.6,29.8,30.3,30.3,3.84466E+11,12724200,100
TCB,HOSE,23/05/2025,13:27:37,23/05/2025 13:27,30.55,30.6,29.8,30.3,30.3,3.84406E+11,12722200,800
TCB,HOSE,23/05/2025,13:27:03,23/05/2025 13:27,30.55,30.6,29.8,30.35,30.35,3.84381E+11,12721400,100
TCB,HOSE,23/05/2025,13:27:00,23/05/2025 13:27,30.55,30.6,29.8,30.35,30.35,3.84378E+11,12721300,100
TCB,HOSE,23/05/2025,13:26:34,23/05/2025 13:26,30.55,30.6,29.8,30.3,30.3,3.84257E+11,12717300,1000
TCB,HOSE,23/05/2025,13:26:34,23/05/2025 13:26,30.55,30.6,29.8,30.3,30.3,3.8426E+11,12717400,100
TCB,HOSE,23/05/2025,13:26:34,23/05/2025 13:26,30.55,30.6,29.8,30.3,30.3,3.84272E+11,12717800,400
TCB,HOSE,23/05/2025,13:26:34,23/05/2025 13:26,30.55,30.6,29.8,30.3,30.3,3.84284E+11,12718200,400
TCB,HOSE,23/05/2025,13:26:34,23/05/2025 13:26,30.55,30.6,29.8,30.3,30.3,3.84375E+11,12721200,3000
TCB,HOSE,23/05/2025,13:26:33,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84227E+11,12716300,100
TCB,HOSE,23/05/2025,13:26:30,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84224E+11,12716200,200
TCB,HOSE,23/05/2025,13:26:27,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84218E+11,12716000,200
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84193E+11,12715200,100
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84209E+11,12715700,500
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84212E+11,12715800,100
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83966E+11,12707700,1700
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83999E+11,12708800,1100
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84057E+11,12710700,1900
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.8406E+11,12710800,100
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84151E+11,12713800,3000
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84181E+11,12714800,1000
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84184E+11,12714900,100
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.84187E+11,12715000,100
TCB,HOSE,23/05/2025,13:26:23,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.8419E+11,12715100,100
TCB,HOSE,23/05/2025,13:26:16,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83793E+11,12702000,900
TCB,HOSE,23/05/2025,13:26:16,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83814E+11,12702700,700
TCB,HOSE,23/05/2025,13:26:16,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83875E+11,12704700,2000
TCB,HOSE,23/05/2025,13:26:16,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83914E+11,12706000,1300
TCB,HOSE,23/05/2025,13:26:05,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83765E+11,12701100,200
TCB,HOSE,23/05/2025,13:26:05,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83617E+11,12696200,600
TCB,HOSE,23/05/2025,13:26:05,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83699E+11,12698900,2700
TCB,HOSE,23/05/2025,13:26:05,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83759E+11,12700900,2000
TCB,HOSE,23/05/2025,13:26:00,23/05/2025 13:26,30.55,30.6,29.8,30.35,30.35,3.83599E+11,12695600,1500
TCB,HOSE,23/05/2025,13:25:59,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83553E+11,12694100,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.8341E+11,12689400,200
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.82809E+11,12669600,30200
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.829E+11,12672600,3000
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.82904E+11,12672700,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83359E+11,12687700,15000
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83362E+11,12687800,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83365E+11,12687900,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83368E+11,12688000,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83398E+11,12689000,1000
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83404E+11,12689200,200
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83435E+11,12690200,800
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83447E+11,12690600,400
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.8345E+11,12690700,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83453E+11,12690800,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83483E+11,12691800,1000
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83514E+11,12692800,1000
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83517E+11,12692900,100
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.83547E+11,12693900,1000
TCB,HOSE,23/05/2025,13:25:57,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.8355E+11,12694000,100
TCB,HOSE,23/05/2025,13:25:54,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.81893E+11,12639400,4900
TCB,HOSE,23/05/2025,13:25:51,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.81744E+11,12634500,2000
TCB,HOSE,23/05/2025,13:25:44,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.81683E+11,12632500,4900
TCB,HOSE,23/05/2025,13:25:38,23/05/2025 13:25,30.55,30.6,29.8,30.4,30.4,3.81535E+11,12627600,100
TCB,HOSE,23/05/2025,13:25:31,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.81532E+11,12627500,300
TCB,HOSE,23/05/2025,13:25:18,23/05/2025 13:25,30.55,30.6,29.8,30.4,30.4,3.81523E+11,12627200,400
TCB,HOSE,23/05/2025,13:25:14,23/05/2025 13:25,30.55,30.6,29.8,30.4,30.4,3.8148E+11,12625800,400
TCB,HOSE,23/05/2025,13:25:14,23/05/2025 13:25,30.55,30.6,29.8,30.35,30.35,3.8151E+11,12626800,1000
TCB,HOSE,23/05/2025,13:24:56,23/05/2025 13:24,30.55,30.6,29.8,30.4,30.4,3.81468E+11,12625400,500
TCB,HOSE,23/05/2025,13:24:53,23/05/2025 13:24,30.55,30.6,29.8,30.35,30.35,3.81453E+11,12624900,4900
TCB,HOSE,23/05/2025,13:24:50,23/05/2025 13:24,30.55,30.6,29.8,30.35,30.35,3.81304E+11,12620000,100
TCB,HOSE,23/05/2025,13:24:48,23/05/2025 13:24,30.55,30.6,29.8,30.4,30.4,3.81301E+11,12619900,100
TCB,HOSE,23/05/2025,13:24:47,23/05/2025 13:24,30.55,30.6,29.8,30.4,30.4,3.81298E+11,12619800,100
TCB,HOSE,23/05/2025,13:24:38,23/05/2025 13:24,30.55,30.6,29.8,30.4,30.4,3.81295E+11,12619700,9400
TCB,HOSE,23/05/2025,13:24:37,23/05/2025 13:24,30.55,30.6,29.8,30.4,30.4,3.81009E+11,12610300,700
TCB,HOSE,23/05/2025,13:24:36,23/05/2025 13:24,30.55,30.6,29.8,30.35,30.35,3.80936E+11,12607900,3200
